,sentence,sentiment,topic,sentence_dropped
10692,nên bổ sung phần lập trình socket ạ !,0,1,bổ_sung lập_trình 
10693,đảm bảo thời gian .,1,0,
10694,"thầy dạy rất có tâm , dễ hiểu .",2,0,thầy dạy tâm hiểu
10695,cho làm bài kiểm tra thử trước khi thi .,2,1,kiểm_tra thử thi
10696,thầy hiền .,2,0,thầy hiền
10697,từ đó bọn em khó mà có được nhiều kiến thức về môn học này .,0,3,bọn khó nhiều kiến_thức môn_học
10698,cho cực kỳ nhiều bài và cực kỳ khó luôn .,0,0,cực_kỳ nhiều cực_kỳ khó
10699,không quan tâm đến học sinh .,0,0,NOT quan_tâm học_sinh
10700,"giáo viên dạy rất dễ tiếp thu , ngoài ra còn bổ sung kiến thức kiến anh .",2,0,giáo_viên dạy tiếp_thu bổ_sung kiến_thức kiến
10701,môn này nếu được thực hành nhiều sẽ đảm bảo chất lượng hơn các bạn sinh viên tự tìm tòi cũng được nhưng sẽ tốt hơn nếu có người hướng dẫn .,0,1,môn thực_hành nhiều chất_lượng sinh_viên tìm_tòi hướng_dẫn
10702,"giảng viên dạy rất tốt , nhiệt tình , khả năng sư phạm cao .",2,0,giảng_viên dạy nhiệt_tình khả_năng sư_phạm
10703,giảng viên đi trễ nhiều lần .,0,0,giảng_viên đi trễ nhiều
10704,"khả năng truyền đạt tốt , hay .",2,0,khả_năng truyền_đạt hay
10705,"giảng viên giảng bài dễ hiểu , vui tính , nhiệt tình .",2,0,giảng_viên giảng hiểu vui_tính nhiệt_tình
10706,đây liệu có phải là chuyên môn nghề nghiệp của ngành công nghệ thông tin chúng ta .,0,3,liệu chuyên_môn nghề_nghiệp ngành công_nghệ thông_tin
10707,mọi thứ thầy dạy rất mơ hồ .,0,0,thầy dạy mơ_hồ
10708,"giảng viên rất nhiệt tình , giảng dạy tốt , dễ hiểu .",2,0,giảng_viên nhiệt_tình giảng_dạy hiểu
10709,thầy luôn quan tâm đến các khó khăn mà sinh viên gặp phải và giúp đỡ sinh viên giải quyết tận tâm và nhiệt tình .,2,0,thầy quan_tâm khó_khăn sinh_viên giúp_đỡ sinh_viên giải_quyết tận_tâm nhiệt_tình
10710,"giáo viên vui tính , nhiệt tình .",2,0,giáo_viên vui_tính nhiệt_tình
10711,"giáo viên đến rất sớm , dạy nhiệt tình .",2,0,giáo_viên dạy nhiệt_tình
10712,"cô nhiệt tình , đáng yêu , cân nhắc học trò khi học trò còn thiếu hụt kỹ năng làm việc , cô còn dành thời gian nghỉ trưa để cho nhóm làm báo cáo bù .",2,0,cô nhiệt_tình yêu cân_nhắc học_trò học_trò thiếu_hụt kỹ_năng làm_việc cô nghỉ trưa báo_cáo bù
10713,giảng viên nên tập trung vào các phần kỹ năng của sinh viên .,0,0,giảng_viên kỹ_năng sinh_viên
10714,"những bài lab cuối thầy cũng dễ tính hơn , sử dụng thời gian trên lớp hợp lý hơn .",2,0,lab thầy dễ_tính lớp hợp_lý
10715,giúp cho sinh viên trao dồi thêm rất nhiều kỹ năng đặc biệt là kỹ năng làm việc nhóm .,2,3,giúp sinh_viên trao dồi nhiều kỹ_năng kỹ_năng làm_việc
10716,"cô dạy nhiệt tình , trả lời đầy đủ các câu hỏi .",2,0,cô dạy nhiệt_tình trả_lời đầy_đủ câu
10717,thầy điểm danh nhiều quá ạ colonsmile .,0,0,thầy điểm_danh nhiều quá colonsmile
10718,"môn học nên có hình thức và báo cáo khác nhẹ hơn , vì đây là môn nhập môn .",0,1,môn_học hình_thức báo_cáo nhẹ môn nhập_môn
10719,"thầy nóng tính , đối với sinh viên có thể lâu lâu đùa giỡn ( chấp nhận được ) để thoải mái dễ tiếp thu bài học những thầy không cho phép điều đó .",2,0,thầy nóng_tính sinh_viên  chấp_nhận thoải_mái tiếp_thu bài_học thầy NOT phép
10720,đảm bảo giờ giấc .,2,0,giờ_giấc
10721,"tận tình , giảng bài dễ hiểu .",2,0,tận_tình giảng hiểu
10722,thầy giảng bài rất nhiệt tình và quan tâm đến sinh viên .,2,0,thầy giảng nhiệt_tình quan_tâm sinh_viên
10723,cô nên cập nhật lại kiến thức mới nhất trong slide bài giảng .,0,0,cô cập_nhật kiến_thức slide giảng
10724,thầy giảng dạy rất nhiệt tình và cách giảng dạy rất dễ hiểu .,2,0,thầy giảng_dạy nhiệt_tình giảng_dạy hiểu
10725,"thầy rất nhiệt tình , hòa đồng với sinh viên .",2,0,thầy nhiệt_tình hòa đồng sinh_viên
10726,đã hoàn hảo .,2,3,hoàn_hảo
10727,cần thầy công bố điểm các bài kiểm tra sớm hơn nữa .,0,0,cần thầy công_bố kiểm_tra
10728,giáo viên truyền đạt kiến thức tốt .,2,0,giáo_viên truyền_đạt kiến_thức
10729,cần những giờ học sôi động hơn không học thuật quá nhiều .,0,1,cần giờ học sôi_động NOT học_thuật quá nhiều
10730,không có ạ !,1,3,NOT
10731,quan tâm tận tình đến sinh viên .,2,0,quan_tâm tận_tình sinh_viên
10732,"thầy dạy tốt , dễ hiểu .",2,0,thầy dạy hiểu
10733,đề làm thực hành thực sự chỉ dễ cho giảng viên .,0,1,đề thực_hành giảng_viên
10734,"thầy trẻ , phong cách giảng dạy có phần cởi mở hơn .",2,0,thầy trẻ phong_cách giảng_dạy cởi_mở
10735,em xin cảm ơn những buổi học quý báu của thầy .,2,0,cảm_ơn học quý_báu thầy
10736,"phần giảng về phần lý thuyết rất kỹ , bài tập cũng hay .",2,0,giảng lý_thuyết kỹ bài_tập hay
10737,"dạy tốt , truyền đạt hay .",2,0,dạy truyền_đạt hay
10738,cần giảm tải số lượng bài học trong mỗi tiết học .,0,1,cần tải số_lượng bài_học tiết học
10739,sử dụng thời gian học không hiệu quả .,0,0,học NOT hiệu_quả
10740,thầy dạy hay vui và ví dụ chi tiết .,2,0,thầy dạy hay vui ví_dụ chi_tiết
10741,dạy cực kỳ đúng giờ !,2,0,dạy cực_kỳ đúng giờ
10742,"chấm điểm đồ án không thực sự tỉ mỉ , chưa có tính chính xác đối với những trường hợp không hề hiểu code mà vẫn có điểm .",0,0,chấm đồ_án NOT tỉ_mỉ NOT chính_xác trường_hợp NOT hiểu code
10743,"thưa , em rất hài lòng về các buổi học và sự hài hước của thầy .",2,0,thưa hài_lòng học hài_hước thầy
10744,nhiệt tình giảng dạy truyền đạt kiến thức .,2,0,nhiệt_tình giảng_dạy truyền_đạt kiến_thức
10745,"giảng viên dạy nhiệt tình , tận tâm .",2,0,giảng_viên dạy nhiệt_tình tận_tâm
10746,"có thể cho nhiều bài tập , và có giờ sửa chữa bài tập trên lớp riêng .",0,1,nhiều bài_tập giờ sửa_chữa bài_tập lớp
10747,hẹn gặp lại cô sau 2 học kỳ nữa .,2,0, cô hai học_kỳ
10748,giảng viên truyền đạt dài dòng .,0,0,giảng_viên truyền_đạt dài_dòng
10749,hi vọng giảng viên đưa ra những ví dụ cụ thể để sinh viên nắm được những điều cơ bản trước khi giải bài tập .,0,0,hi_vọng giảng_viên ví_dụ sinh_viên nắm cơ_bản giải bài_tập
10750,giáo viên phân bố thời gian dạy không rõ ràng .,0,0,giáo_viên phân_bố dạy NOT rõ_ràng
10751,thầy ít cho bài tập .,0,0,thầy bài_tập
10752,cần nhắc lại kiến thức cơ bản trước khi bước vào bài giảng mới .,0,0,cần nhắc kiến_thức cơ_bản giảng
10753,"tận tâm , đi đúng giờ , dạy dễ hiểu .",2,0,tận_tâm đi đúng giờ dạy hiểu
10754,"giảng viên vui vẻ , nhiệt tình , dạy dễ hiểu .",2,0,giảng_viên vui_vẻ nhiệt_tình dạy hiểu
10755,thầy không post bài giảng lên website môn học .,0,0,thầy NOT post giảng website môn_học
10756,thời gian giải bài tập với sinh viên chưa nhiều .,0,1,giải bài_tập sinh_viên NOT nhiều
10757,"giảng viên tận tâm , nhiệt tình , vui vẻ , giảng hay , lôi cuốn .",2,0,giảng_viên tận_tâm nhiệt_tình vui_vẻ giảng hay lôi_cuốn
10758,"giảng viên dạy nhanh , đôi khi không bắt kịp bài .",0,0,giảng_viên dạy nhanh đôi_khi NOT bắt kịp
10759,"thầy dạy quá nhanh , dồn kiến thức quá nhiều , phương pháp giảng chưa hợp lý .",0,0,thầy dạy quá nhanh dồn kiến_thức quá nhiều phương_pháp giảng NOT hợp_lý
10760,giảng viên cần nhiệt tình và tích cực hơn nữa trong khi truyền đạt tới sinh viên .,0,0,giảng_viên cần nhiệt_tình tích_cực truyền_đạt sinh_viên
10761,"giọng cô dễ nghe , giảng bài dễ hiểu .",2,0,giọng cô giảng hiểu
10762,cô rất vui vẻ khi dạy trên lớp .,2,0,cô vui_vẻ dạy lớp
10763,tạo động cơ học tập lâu dài .,2,0,động_cơ_học_tập lâu_dài
10764,"cần thêm nhiều thông tin , tài liệu về môn học .",0,1,cần nhiều thông_tin tài_liệu môn_học
10765,giảng viên nhiệt tình giúp đỡ sinh viên học tập .,2,0,giảng_viên nhiệt_tình giúp_đỡ sinh_viên học_tập
10766,có nhiều ví dụ hay .,2,1,nhiều ví_dụ hay
10767,thầy nên cho phân nhóm làm bài tập về nhà .,0,0,thầy phân bài_tập
10768,"đề thi quá chú trọng vào từ vựng , ngữ pháp .",0,1,đề thi quá chú_trọng từ_vựng ngữ_pháp
10769,thầy có đăng bài tập lên hệ thống môn học .,2,0,thầy đăng bài_tập hệ_thống môn_học
10770,"cô rất chu chu đáo , tận tình , giảng bài hay , truyền đạt được mọi kiến thức .",2,0,cô  chu_đáo tận_tình giảng hay truyền_đạt kiến_thức
10771,"cô hiền , quan tâm nhiều đến lớp .",2,0,cô hiền quan_tâm nhiều lớp
10772,cần đa dạng hóa bài tập hơn .,0,1,cần  bài_tập
10773,nhưng bài tập hơi khó .,0,0,bài_tập hơi khó
10774,"giáo viên của lớp thường xuyên thay đổi , không đồng nhất , nhiều hôm nghỉ học không thông báo trước .",0,0,giáo_viên lớp thường_xuyên NOT đồng_nhất nhiều hôm nghỉ học NOT thông_báo
10775,biết về các công cụ quản lý cấu hình và quản lý dự án theo agile .,1,3,biết công_cụ quản_lý cấu_hình quản_lý dự_án 
10776,phần thực hành ít có liên quan đến phần lý thuyết .,0,1,thực_hành lý_thuyết
10777,"cô dạy chưa tập trung dạy thực hành cho sinh viên , không giảng giải nội dung thực hành .",0,0,cô dạy NOT dạy thực_hành sinh_viên NOT giảng_giải nội_dung thực_hành
10778,mong thầy có thể hướng dẫn thêm khi làm project .,0,0,mong thầy hướng_dẫn project
10779,"thầy giảng bài rất kỹ , sát vào vấn đề và dễ hiểu .",2,0,thầy giảng kỹ sát hiểu
10780,không có sự đồng bộ giữa giảng viên thực hành và giảng viên lý thuyết .,0,1,NOT đồng_bộ giảng_viên thực_hành giảng_viên lý_thuyết
10781,chưa gây được hứng thú trong quá trình học .,0,1,NOT hứng_thú học
10782,slide cô chuẩn bị rất hay lý thuyết rất chi tiết .,2,1,slide cô hay lý_thuyết chi_tiết
10783,cô hay yêu cầu học sinh phải làm bài tập đầy đủ .,2,0,cô hay học_sinh bài_tập đầy_đủ
10784,giáo viện rất nhiệt tình với sinh viên .,2,0,giáo viện nhiệt_tình sinh_viên
10785,phòng học khác phải có màn che .,0,2,phòng học màn che
10786,tận tình với học sinh !,2,0,tận_tình học_sinh
10787,không sửa bài chi tiết vì nghĩ nó dễ so với học sinh .,0,0,NOT sửa chi_tiết học_sinh
10788,hoặc không phân nhóm nhưng vẫn nên cho đề tài để sinh viên tìm hiểu .,0,1,NOT phân đề_tài sinh_viên
10789,cô giảng dạy tận tâm và cho nhiều bài tập và lời giải chi tiết .,2,0,cô giảng_dạy tận_tâm nhiều bài_tập lời_giải chi_tiết
10790,không có đủ ổ cắm điện sử dụng .,0,2,NOT ổ_cắm điện
10791,"thầy dạy tận tâm , nhiệt tình , vui vẻ , thân thiện với sinh viên .",2,0,thầy dạy tận_tâm nhiệt_tình vui_vẻ thân_thiện sinh_viên
10792,giảng viên nên cho sinh viên làm bài tập nhiều lên .,0,0,giảng_viên sinh_viên bài_tập nhiều
10793,có thể chưa phù hợp nhưng ý kiến cá nhân của em là doubledot nên thực hành theo phương thức 2 để có thể ứng dụng các lý thuyết được học trên lớp lên các thiết bị thật .,0,1,NOT ý_kiến doubledot thực_hành phương_thức hai ứng_dụng lý_thuyết học lớp thiết_bị
10794,"vote cô , cô dạy hay , cho điểm cao .",2,0, cô cô dạy hay điểm_cao
10795,rất hiểu tâm lý các bạn sinh viên ngoài ra còn có những giờ học thật sự thú vị .,2,0,hiểu tâm_lý sinh_viên giờ học thú_vị
10796,"cô là một giảng viên vô cùng tâm huyết , tận tâm và thương sinh viên .",2,0,cô một giảng_viên vô_cùng tâm_huyết tận_tâm thương sinh_viên
10797,thường xuyên nghỉ không thông báo trước và đi trễ .,0,0,thường_xuyên nghỉ NOT thông_báo đi trễ
10798,"dạy kỹ , dạy nhiệt tình .",2,0,dạy kỹ dạy nhiệt_tình
10799,"phòng máy chất lượng còn thấp , cấu hình yếu và bị nhiễm virus , một số kit không nhận driver hoặc bị hư , thiếu kit và phòng thực hành còn nhỏ .",0,2,phòng máy chất_lượng cấu_hình yếu nhiễm virus kit NOT  hư NOT kit phòng thực_hành nhỏ
10800,lớp trưởng quản lý 19 - 20 nhóm trong lớp đòi hỏi lớp trưởng phải có kiến thức tốt và trách nhiệm .,0,1,lớp trưởng quản_lý mười chín hai mươi lớp đòi_hỏi lớp trưởng kiến_thức trách_nhiệm
10801,"thầy dạy hay , kiến thức dồi dào .",2,0,thầy dạy hay kiến_thức dồi_dào
10802,"bài tập thực hành đa đạng , dễ hiểu .",2,1,bài_tập thực_hành   hiểu
10803,thầy đến lớp rất đúng giờ và cho sinh viên ra về cũng rất hợp lý .,2,0,thầy lớp đúng giờ sinh_viên hợp_lý
10804,nhiệt tình chỉ dạy cho sinh viên .,2,0,nhiệt_tình dạy sinh_viên
10805,cho thi giữa kỳ .,1,1,thi kỳ
10806,tuần sau khi sinh viên ý kiến lên phòng công tác sinh viên mới có giảng viên khác đến thay thế .,0,0,tuần sinh_viên ý_kiến phòng công_tác sinh_viên giảng_viên thay_thế
10807,phục vụ ở mảng nào cho công việc sau này !,1,3,phục_vụ mảng công_việc
10808,giảng viên cho làm nhiều bài tập liên quan đến bài học .,2,0,giảng_viên nhiều bài_tập bài_học
10809,"sự tận tâm của thầy , các ví dụ đơn giản , dễ hiểu .",2,0,tận_tâm thầy ví_dụ đơn_giản hiểu
10810,"cô dạy rất nhiệt tình , rất hài lòng về cô .",2,0,cô dạy nhiệt_tình hài_lòng cô
10811,tôi không có ý kiến .,1,3,NOT ý_kiến
10812,dạy một lúc quá nhiều bài .,0,0,dạy một quá nhiều
10813,kỹ năng tự học được thầy đưa lên tối đa .,2,0,kỹ_năng học thầy tối_đa
10814,"thầy dạy dễ hiểu , tận tâm .",2,0,thầy dạy hiểu tận_tâm
10815,thầy trình bày ví dụ và câu chuyện thực tế .,2,0,thầy trình_bày ví_dụ câu_chuyện
10816,"nhiệt tình , phương thức truyền đạt dễ hiểu .",2,0,nhiệt_tình phương_thức truyền_đạt hiểu
10817,nên thay hình thức này bằng hình thức khác .,0,1,thay hình_thức hình_thức
10818,cô rất tốt .,2,1,cô
10819,"giảm tải bớt lý thuyết và nên đưa các ví dụ thực tiễn vào nội dung giảng dạy giúp sinh viên định hướng được nội dung , mục đích và cách áp dụng môn học vào nghề nghiệp sau khi ra trường .",0,1,tải NOT lý_thuyết ví_dụ thực_tiễn nội_dung giảng_dạy giúp sinh_viên định_hướng nội_dung mục_đích áp_dụng môn_học nghề_nghiệp trường
10820,"thầy dạy nhiệt tình , cung cấp nhiều kiến thức dễ hiểu , thầy dạy dễ hiểu , sôi nổi .",2,0,thầy dạy nhiệt_tình cung_cấp nhiều kiến_thức hiểu thầy dạy hiểu sôi_nổi
10821,cuối cùng chúc cô wzjwz2 có năm mới hạnh phúc !,2,3,chúc cô hạnh_phúc
10822,thầy dạy hay và quá dễ hiểu .,2,0,thầy dạy hay quá hiểu
10823,"cách giảng dạy dễ hiểu , nội dụng phù hợp thực tại .",2,0,giảng_dạy hiểu nội_dụng 
10824,"có các ví dụ bài tập hay , hiệu quả .",2,1,ví_dụ bài_tập hay hiệu_quả
10825,thang điểm kiểm tra bài thực hành dễ gây ức chế .,2,1,thang kiểm_tra thực_hành 
10826,thầy dạy hay nhiệt tình phương pháp tiếp cận kiến thức tốt .,2,0,thầy dạy hay nhiệt_tình phương_pháp tiếp_cận kiến_thức
10827,mong thầy sắp xếp giữa việc giảng dạy và công việc cá nhân .,0,0,mong thầy sắp_xếp giảng_dạy công_việc
10828,chuyện gì dễ thì cô dễ mà chuyện gì khó thì cô khó .,2,0,chuyện cô chuyện khó cô khó
10829,tăng cường thời lượng giải bài tập .,0,1,tăng_cường thời_lượng giải bài_tập
10830,em thấy cô dạy nhiệt tình .,2,0,cô dạy nhiệt_tình
10831,giáo viên nhiệt tình tận tâm .,2,0,giáo_viên nhiệt_tình tận_tâm
10832,không thông báo cho sinh viên về việc nghỉ học .,0,0,NOT thông_báo sinh_viên nghỉ học
10833,"thầy dạy rất dễ hiểu , ví dụ minh họa rất thực tế .",2,0,thầy dạy hiểu ví_dụ minh_họa
10834,trời nóng quá học không hứng khởi .,0,3,trời nóng quá học NOT hứng_khởi
10835,"nhiệt tình , cố gắng giúp sinh viên hiểu bài .",2,0,nhiệt_tình cố_gắng giúp sinh_viên hiểu
10836,"tận tâm , truyền đạt tốt .",2,0,tận_tâm truyền_đạt
10837,giảng dạy kết hợp bài tập rất hay và rất dễ nhớ bài vừa mới được dạy !,2,0,giảng_dạy kết_hợp bài_tập hay dạy
10838,2 tuần 1 buổi 5 tiết theo cá nhân em là chưa hợp lý !,0,1,hai tuần một tiết NOT hợp_lý
10839,"rất nhiệt tình chỉ bảo , hướng dẫn sinh viên .",2,0,nhiệt_tình chỉ_bảo hướng_dẫn sinh_viên
10840,"đúng giờ , nhiệt tình , quan tâm đến học sinh .",2,0,đúng giờ nhiệt_tình quan_tâm học_sinh
10841,"cô vui tính , dạy dễ hiểu .",2,0,cô vui_tính dạy hiểu
10842,cần liên kết giữa lý thuyết và thực hành .,0,1,cần liên_kết lý_thuyết thực_hành
10843,không tạo được cảm hứng cho sinh viên .,0,0,NOT cảm_hứng sinh_viên
10844,"không cảm thấy tiếp thu được kiến thức , đa phần phải tự học tự tìm kiếm kiến thức .",0,1,NOT tiếp_thu kiến_thức đa_phần học tìm_kiếm kiến_thức
10845,"sử dụng hình thức điểm danh không cần thiết , trong khi các lớp khác đều rất tự do , không có hình thức điểm danh .",0,0,hình_thức điểm_danh NOT cần_thiết lớp tự_do NOT hình_thức điểm_danh
10846,cần có giáo trình và đề cương chi tiết .,0,1,cần giáo_trình đề_cương chi_tiết
10847,giảng vỉên tận tình .,2,0,giảng  tận_tình
10848,tôi rất thích .,2,3,
10849,"giảng viên dạy rất dài dòng , lê thê mặc dù chẳng cần kéo dài đến thế .",0,0,giảng_viên dạy dài_dòng  mặc_dù NOT cần kéo_dài
10850,tâm huyết nhiệt tình giảng dạy .,2,0,tâm_huyết nhiệt_tình giảng_dạy
10851,giảng bài tập kết hợp lý thuyết .,1,0,giảng 
10852,giảng viên cần đưa lên các diễn đàn nhiều tài liệu môn học hơn .,0,0,giảng_viên cần diễn_đàn nhiều tài_liệu môn_học
10853,bài tập được thầy đưa trên courses .,0,1,bài_tập thầy courses
10854,gây khó nắm bắt .,0,1,khó nắm_bắt
10855,thêm các tiết dạy thực hành .,0,1,tiết dạy thực_hành
10856,"thầy giảng chi tiết , hướng dẫn dễ hiểu .",2,0,thầy giảng chi_tiết hướng_dẫn hiểu
10857,thầy dạy rất nhiệt huyết và tận tình .,2,0,thầy dạy nhiệt_huyết tận_tình
10858,"cần trang bị thêm trang thiết bị , cải tiến giáo trình .",0,2,cần trang_bị trang thiết_bị cải_tiến giáo_trình
10859,máy tính tệ quá !,0,2,máy_tính tệ quá
10860,cô nên giảng chậm hơn một chút để dễ hiểu hơn .,0,0,cô giảng chậm một_chút hiểu
10861,nhìn chung giảng viên cung cấp đủ kiến thức cho sinh viên .,2,0,giảng_viên cung_cấp kiến_thức sinh_viên
10862,thêm bài tập logic .,0,1,bài_tập logic
10863,"thời gian học quá trễ , sinh viên chất lượng cao không về được xe trường vốn là quyền lợi của sinh viên chất lượng cao , sinh viên không kịp thời gian đi học thêm sau thời gian học về đến trung tâm thành phố sau 7h .",0,1,học quá trễ sinh_viên chất_lượng NOT xe trường_vốn quyền_lợi sinh_viên chất_lượng sinh_viên NOT kịp_thời_gian đi học học trung_tâm  
10864,"giảng viên giảng chậm , dễ hiểu .",2,0,giảng_viên giảng chậm hiểu
10865,giảng dạy rất nhiệt tình .,2,0,giảng_dạy nhiệt_tình
10866,"dạy có tâm , nhiệt tình dễ hiểu , quan tâm sinh viên .",2,0,dạy tâm nhiệt_tình hiểu quan_tâm sinh_viên
10867,"giảng viên nhiệt tình , tạo nhiều hoạt động cho sinh viên tham gia nhằm nâng cao khả năng ngôn ngữ .",2,0,giảng_viên nhiệt_tình nhiều hoạt_động sinh_viên tham_gia nâng khả_năng ngôn_ngữ
10868,thầy có dạy và sửa bài tập kỹ càng .,2,0,thầy dạy sửa bài_tập kỹ_càng
10869,"có những yêu cầu vượt quá khả năng của sinh viên , yêu cầu cao khiến sinh viên cảm thấy vô cùng áp lực khi học .",0,1, quá khả_năng sinh_viên sinh_viên vô_cùng áp_lực học
10870,thầy ít khi code mẫu .,0,0,thầy code mẫu
10871,ít bài tập làm thêm cũng như không sửa bài tập giao trên moodle .,0,1,bài_tập NOT sửa bài_tập giao m dle
10872,nên nâng cấp phòng lab .,0,2,nâng_cấp phòng lab
10873,"giáo viên nhiệt tình , giảng dạy tận tâm .",2,0,giáo_viên nhiệt_tình giảng_dạy tận_tâm
10874,"giáo viên tận tâm , có chuyên môn và sẵn sàng giải đáp thắc mắc của sinh viên .",2,0,giáo_viên tận_tâm chuyên_môn sẵn_sàng giải_đáp thắc_mắc sinh_viên
10875,em không có gì không hài lòng .,1,3,NOT NOT hài_lòng
10876,"thầy vui vẻ , dễ chịu .",2,0,thầy vui_vẻ dễ_chịu
10877,"thầy dạy dễ hiểu , dễ tiếp thu , dễ .",2,0,thầy dạy hiểu tiếp_thu
10878,đi sâu vào ứng dụng thực tế .,2,3,đi_sâu ứng_dụng
10879,"vui vẻ , hoà đồng , tổ chức nhiều hoạt động về môn học .",2,0,vui_vẻ hoà_đồng tổ_chức nhiều hoạt_động môn_học
10880,"giảng viên cần phải nói rõ hơn , giới thiệu , phân tích , cho ví dụ minh họa .",0,0,giảng_viên cần nói giới_thiệu phân_tích ví_dụ minh_họa
10881,môn học nên là tự chọn thay vì bắt buộc .,0,1,môn_học thay_vì bắt_buộc
10882,giảng viên gần gũi và tận tình với sinh viên .,2,0,giảng_viên gần_gũi tận_tình sinh_viên
10883,giảng viên giảng dạy dễ hiểu .,2,0,giảng_viên giảng_dạy hiểu
10884,quá ít bữa thực hành .,0,1,quá bữa thực_hành
10885,giảng hơi nhanh nên có một số kiến thức không nắm bắt kịp .,0,0,giảng hơi nhanh kiến_thức NOT nắm_bắt kịp
10886,"giảng viên không cho bài tập , thiếu quan tâm tới sinh viên .",0,0,giảng_viên NOT bài_tập NOT quan_tâm sinh_viên
10887,"lý thuyết tốt , đồ án hay .",2,1,lý_thuyết đồ_án hay
10888,thầy dạy nhiệt tình dễ hiểu và vui vẻ với sinh viên .,2,0,thầy dạy nhiệt_tình hiểu vui_vẻ sinh_viên
10889,giảm số tiết trong buổi học .,0,1,tiết học
10890,"truyền đạt không thu hút , chú trọng quá nhiều vào nội dung lý thuyết , không có liên hệ thực tế .",0,0,truyền_đạt NOT thu_hút chú_trọng quá nhiều nội_dung lý_thuyết NOT liên_hệ
10891,"giáo viên dạy khó hiểu , sinh viên không tiếp thu được .",0,0,giáo_viên dạy khó hiểu sinh_viên NOT tiếp_thu
10892,"giảng dạy hơi khó hiểu , chán .",0,0,giảng_dạy hơi khó hiểu chán
10893,giảng viên dạy những kiến thức lập trình dễ hiểu và áp dụng nhanh chóng vào bài làm .,2,0,giảng_viên dạy kiến_thức lập_trình hiểu áp_dụng nhanh_chóng bài_làm
10894,giảng viên truyền đạt dễ hiểu và nhiệt tình .,2,0,giảng_viên truyền_đạt hiểu nhiệt_tình
10895,"thầy dạy kỹ , có tâm .",2,0,thầy dạy kỹ tâm
10896,giảng viên cần cho ví dụ nhiều hơn .,0,0,giảng_viên cần ví_dụ nhiều
10897,giảng dạy khó tiếp thu .,0,0,giảng_dạy khó tiếp_thu
10898,thực hành không có tính thực tiễn .,0,1,thực_hành NOT thực_tiễn
10899,slide giảng dạy đầy đủ và trực quan .,2,1,slide giảng_dạy đầy_đủ trực_quan
10900,"thầy tân tâm , dạy dễ hiểu .",2,0,thầy tân tâm dạy hiểu
10901,cô dạy rất hay rất dễ hiểu .,2,0,cô dạy hay hiểu
10902,hoàn toàn không có ý kiến .,1,3,NOT ý_kiến
10903,"em nghĩ là "" dục tốc bất đạt "" .",0,3,  
10904,nên là nếu học thế này thì khi đi học thực hành nếu ngay tuần nghĩ thì em sẽ không được thực hành với nội dung bài đó .,0,1,học đi học thực_hành tuần NOT thực_hành nội_dung
10905,"cách giảng suông khá nhàm chán , chưa tạo được sự thu hút sinh viên nghe giảng .",0,0,giảng suông nhàm_chán NOT thu_hút sinh_viên giảng
10906,"nên giảm số bài học trong một học kỳ , vì số tiết học không đủ , khiến phải học nhanh , tiếp thu ít .",0,1,bài_học một học_kỳ tiết học NOT học nhanh tiếp_thu
10907,điều này tốt cho sinh viên làm quen với quy trình làm việc thực tế .,2,1,sinh_viên làm_quen quy_trình làm_việc
10908,"về giờ lên lớp , thường trễ .",0,0,giờ lên_lớp trễ
10909,"giảng rất hay , nhiệt tình .",2,0,giảng hay nhiệt_tình
10910,"seminar xong , thầy dặn doubledot "" mấy em tuần sau kiểm tra phần dfd , về xem lại bài ha , không hiểu thì đọc lại lý thuyết , làm vẫn không được thì hỏi bạn ha , chúng ta kết thúc ở đây ha "" .",0,0,seminar xong thầy dặn doubledot mấy tuần kiểm_tra  ha NOT hiểu đọc lý_thuyết NOT ha kết_thúc ha
10911,kính mong quý thầy có thể thay đổi .,0,0,kính mong quý thầy
10912,vì học là để code mà .,1,1,học code
10913,mô tả bài giảng trên bảng nhìn hơi rối mắt .,0,0,mô_tả giảng bảng hơi rối mắt
10914,"cần nêu được ý nghĩa cụ thể của từng phần , tránh trừu tượng hóa .",0,0,cần nêu ý_nghĩa 
10915,giảm giờ học .,0,1,giờ học
10916,một số máy chiếu tại số phòng anh văn hơi mờ .,0,2,máy_chiếu phòng văn hơi mờ
10917,cô tạo sự chủ động cho tụi em khi thực hành .,2,0,cô chủ_động tụi thực_hành
10918,giảng viên giảng bài ngắn gọn dễ hiểu .,2,0,giảng_viên giảng ngắn_gọn hiểu
10919,giảng viên tích cực hỗ trợ sinh viên và giải đáp thắc mắc .,2,0,giảng_viên tích_cực sinh_viên giải_đáp thắc_mắc
10920,"thầy dạy rất chi tiết , hướng dẫn bài tập đầy đủ .",2,0,thầy dạy chi_tiết hướng_dẫn bài_tập đầy_đủ
10921,thầy rất hài hước trong khi dạy .,2,0,thầy hài_hước dạy
10922,cần tăng cường phần nghe nói hơn đọc viết .,0,1,cần tăng_cường nói đọc viết
10923,anh nhiệt tình giảng dạy .,2,0,nhiệt_tình giảng_dạy
10924,nhiều khi thầy băn khoăn rất lâu ở phần mô hình er .,0,0,nhiều thầy  mô_hình 
10925,em nhìn nó giống như ma trận chữ hơn .,1,3, chữ
10926,dạy tốt .,2,0,dạy
