,index,comment,n_star,date_time,label,category,sentiment
13593,5807,man_hinh to cam chup lam đanh_gia đot pin ok ben am_thanh to toi thu song hoi kem NEGATIVE,4,21/04/2020,{SCREEN#Positive};{CAMERA#Neutral};{FEATURES#Neutral};{BATTERY#Positive};,"SCREEN, CAMERA, FEATURES, BATTERY","Positive, Neutral, Neutral, Positive"
13594,5808,mua đien_thoai tuan nhin_chung may đep man_hinh to camera chup đep chup goc rong pin trau đau_tien mua sac pin sac hoi nha tam hai tieng muoi phut su_dung lam su_dung may hom su_dung mxh pin hao_hut xiu ok tam gia,4,1 tuần trước,{SCREEN#Positive};{CAMERA#Positive};{BATTERY#Positive};{DESIGN#Positive};{PRICE#Neutral};{GENERAL#Positive};,"SCREEN, CAMERA, BATTERY, DESIGN, PRICE, GENERAL","Positive, Positive, Positive, Positive, Neutral, Positive"
13595,5809,ngon may đep cam đam camera chat hieu_nang pin khoe sac,5,26/03/2020,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{GENERAL#Positive};,"CAMERA, BATTERY, PERFORMANCE, DESIGN, GENERAL","Positive, Positive, Positive, Positive, Positive"
13596,5810,đien_thoai yeu song mang cham rua mac_du 4g mang cham lo video mac_du che_đo cap_nhat phien_ban thay_đoi mong san_xuat khac_phuc loi mang yeu song mua đat thua đt trung quoc 2trieu mang,2,3 tuần trước,{FEATURES#Negative};{PRICE#Negative};{SER&ACC#Negative};,"FEATURES, PRICE, SER&ACC","Negative, Negative, Negative"
13597,5811,mua toi hom_qua may đap_hop đep đong_tien bat gao nhan_vien đien_may xanh thi_tran đak mil tu_van nhiet_tinh de_thuong luon_luon ung ho đien_may xanh,5,29/06/2020,{DESIGN#Positive};{PRICE#Positive};{SER&ACC#Positive};,"DESIGN, PRICE, SER&ACC","Positive, Positive, Positive"
13598,5812,mua may sau rui ok tuyet_voi phien_ban cap_nhat cam_bien van cam_nhay man_hinh muot EMOPOSITIVE,5,23/05/2020,{FEATURES#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};,"FEATURES, PERFORMANCE, GENERAL","Positive, Positive, Positive"
13599,5813,may hoi am_thanh loi chay muot camera chuan net gia tam trung_vay ok POSITIVE,5,13/09/2019,{CAMERA#Positive};{FEATURES#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};,"CAMERA, FEATURES, PERFORMANCE, PRICE, GENERAL","Positive, Positive, Positive, Neutral, Positive"
13600,5814,may khoa man_hinh thi_thoang truong_hop hien_thi hinh noi icon the_nao cho 20s noi icon nhu_vay loi mua hai,4,2/7/2020,{PERFORMANCE#Negative};,PERFORMANCE,Negative
13601,5815,iphone 7plus ios youtube maya hom_nay tai video mang tai xong 1 2 video tat bat wifi tai e khac_phuc e xoa youtube tai NEGATIVE,5,2/10/2019,{FEATURES#Negative};,FEATURES,Negative
13602,5816,may xai ok game muot pin trau sac thuan_tien cam on cam te nhu_cau_tu suong chu_yeu game phim xai ok xai iphone đau xai android ung_ho hang viet ket_qua mong_đoi,5,11/7/2020,{CAMERA#Neutral};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};,"CAMERA, BATTERY, PERFORMANCE, GENERAL","Neutral, Positive, Positive, Positive"
13603,5817,đo nhay lenovo đeo gang_tay lap the su_dung may bao gan the,3,24/06/2020,{FEATURES#Negative};{STORAGE#Negative};,"FEATURES, STORAGE","Negative, Negative"
13604,5818,su_dung may ngon phot may nong binh_thuong game cau_hinh binh_thuong may game max seting NOTNEG che_đo binh_thuong cod pubg ngon muot may hoi am nong pin trau noi_chung ok game may mua hoi_han,5,29/04/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};,"BATTERY, PERFORMANCE, GENERAL","Positive, Positive, Positive"
13605,5819,tat_ca on may muot camera NOTPOS chup anh net chu_trong camera mua san_pham nhan_vien cua_hang nhiet_tinh than_thien POSITIVE,3,28/06/2020,{CAMERA#Negative};{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Positive};,"CAMERA, PERFORMANCE, GENERAL, SER&ACC","Negative, Positive, Positive, Positive"
13606,5820,y_đinh mua đoc binh_luan đung mua hai muoi phi ngu đoi f1 đt cam nang_tay met lam hd hinh facebok nhoe hien trang quang_cao cam loa nhac cam_ung loan quang_cao lam rang đoi tam may thuc_su that_vong đoi f1 gap may,2,27/10/2019,{SCREEN#Negative};{FEATURES#Negative};{DESIGN#Negative};{GENERAL#Negative};,"SCREEN, FEATURES, DESIGN, GENERAL","Negative, Negative, Negative, Negative"
13607,5821,chat_luong san_pham luot muot_ma hieu_ung thoai_mai phuc_vu POSITIVE,5,10/3/2020,{FEATURES#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Positive};,"FEATURES, PERFORMANCE, GENERAL, SER&ACC","Positive, Positive, Positive, Positive"
13608,5822,đot giam_gia mua may mau hong e gai camera chup hinh đep song ao che_đo chup can_canh s quang_cao chup đep anh kieu art art pin man_hinh on km giam_gia mua nha,5,20/04/2020,{SCREEN#Positive};{CAMERA#Positive};{BATTERY#Positive};{GENERAL#Positive};,"SCREEN, CAMERA, BATTERY, GENERAL","Positive, Positive, Positive, Positive"
13609,5823,tuan thu may thiet_ke đep cam chay muot pin hai sac NOTNEG may chup anh đep tom hai_long ngon bo re hai nhan_vien sieu_thi vinh bao hp tu_van nhiet_tinh POSITIVE,5,16/04/2019,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{PRICE#Positive};{GENERAL#Positive};{SER&ACC#Positive};,"CAMERA, BATTERY, PERFORMANCE, DESIGN, PRICE, GENERAL, SER&ACC","Positive, Positive, Positive, Positive, Positive, Positive, Positive"
13610,5824,may ms mua cx ok gem muot cx giat ti camera ok trg tgia,4,30/12/2019,{CAMERA#Positive};{PERFORMANCE#Neutral};{PRICE#Neutral};{GENERAL#Neutral};,"CAMERA, PERFORMANCE, PRICE, GENERAL","Positive, Neutral, Neutral, Neutral"
13611,5825,đien_thoai kieu_dang sang_trong phong_cach toc_đo xu_ly cuc choi game rat ok POSITIVE,5,30/08/2018,{PERFORMANCE#Positive};{DESIGN#Positive};,"PERFORMANCE, DESIGN","Positive, Positive"
13612,5826,cam_ung te nhay lung_tung NOTPOS đoi cam_thay that_vong samsung,1,2/11/2019,{FEATURES#Negative};{SER&ACC#Negative};,"FEATURES, SER&ACC","Negative, Negative"
13613,5827,pin khung game wifi muoi tieng pin nghe_đau chip tiet_kiem pin nong may muot NOTNEG chip đoi sau qua_that NOTNEG tiep_tuc ung_ho vivo,5,3 ngày trước,{BATTERY#Positive};{PERFORMANCE#Positive};{SER&ACC#Positive};,"BATTERY, PERFORMANCE, SER&ACC","Positive, Positive, Positive"
13614,5828,may tuyet_voi trai nghiem mat phim fhd pin cam 10 EMOPOSITIVE EMOPOSITIVE EMOPOSITIVE fan vivo xai bon dong vivo chup hinh đup,5,25/06/2020,{SCREEN#Positive};{CAMERA#Positive};{BATTERY#Positive};{GENERAL#Positive};,"SCREEN, CAMERA, BATTERY, GENERAL","Positive, Positive, Positive, Positive"
13615,5829,dt moi binh_thuong wifi dg sai tu_nhien ngat ket_noi mang hinh choi game loi cam_ung haz,1,21/02/2020,{FEATURES#Negative};{GENERAL#Positive};,"FEATURES, GENERAL","Negative, Positive"
13616,5830,san_pham xai youtube zalo on camera hai_cham mat_tien nhan_vien the_gioi di_đong nhiet_tinh tham_chi quen khau_trang nhan_vien tang khau_trang lo quen mua,5,5/8/2020,{CAMERA#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};,"CAMERA, PERFORMANCE, PRICE, GENERAL, SER&ACC","Positive, Positive, Neutral, Positive, Positive"
13617,5831,samsung a10s android chin game fre fire nang_cap muoi game game mang hinh đen_thui tieng game,2,15/05/2020,{PERFORMANCE#Negative};,PERFORMANCE,Negative
13618,5832,may pin trau man_hinh NOTPOS game giat lag,4,2/4/2020,{FEATURES#Negative};{BATTERY#Positive};{PERFORMANCE#Neutral};{GENERAL#Positive};,"FEATURES, BATTERY, PERFORMANCE, GENERAL","Negative, Positive, Neutral, Positive"
13619,5833,e mua hai tuan tuan đau_tien ok 5 ngay_nay e đe_y xac pin tram bin 10 90 e bat che đo tiet_kiem bin tat tat cat ung_dung ngam bin e đem đi đoi k,2,2 tuần trước,{BATTERY#Negative};{GENERAL#Positive};,"BATTERY, GENERAL","Negative, Positive"
13620,5834,san_pham thiet_ke đep pin trau sac hieu_nang ban nhan_vien phuc_vu ok che,5,27/12/2019,{BATTERY#Positive};{DESIGN#Positive};{GENERAL#Positive};{SER&ACC#Positive};,"BATTERY, DESIGN, GENERAL, SER&ACC","Positive, Positive, Positive, Positive"
13621,5835,mua nua uu_điem may sac chup anh đep game muot nhuoc_điem pin game bat mang loa to lam van muot,5,25/02/2020,{CAMERA#Positive};{FEATURES#Negative};{BATTERY#Neutral};{PERFORMANCE#Positive};,"CAMERA, FEATURES, BATTERY, PERFORMANCE","Positive, Negative, Neutral, Positive"
13622,5836,e mua bat 4g yeu game hoi lag bat mic youtube hoi on_đinh mang xoay vong mang s chay veo_veo ip chan lam dong ip bat 3g 4g yeu yeu_vay,1,1/10/2019,{FEATURES#Negative};{PERFORMANCE#Negative};,"FEATURES, PERFORMANCE","Negative, Negative"
13623,5837,ok sac mai chin_muoi bay pin dung_luong nghin,3,17/01/2020,{BATTERY#Negative};{GENERAL#Positive};,"BATTERY, GENERAL","Negative, Positive"
13624,5838,hai may ok may hien_tuong sac pin cham bao nong may lien_tuc sac loi sac bao habh sua loi NOTNEG,2,7/5/2020,{BATTERY#Negative};{GENERAL#Positive};,"BATTERY, GENERAL","Negative, Positive"
13625,5839,mua may trai nghiem may NOTPOS may treo đo NEGATIVE,2,5/3/2020,{PERFORMANCE#Negative};{GENERAL#Negative};,"PERFORMANCE, GENERAL","Negative, Negative"
13626,5840,loa re may NOTPOS đo bat wifi kem pin khoe,1,26/02/2020,{FEATURES#Negative};{BATTERY#Positive};{PERFORMANCE#Negative};,"FEATURES, BATTERY, PERFORMANCE","Negative, Positive, Negative"
13627,5841,mua mung bon tet may ngon game pin trau sac che mua sai đung nge đanh_gia,5,31/01/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};,"BATTERY, PERFORMANCE, GENERAL","Positive, Positive, Positive"
13628,5842,tuan đt game lien_quan muot pubg hoi lag x yeu chay tac vu muot pin trau xai muoi hai tieng 80 sac pin 1h30 cam NOTPOS đoi_hoi tam gia hang ung_ho hang viet_nam,5,27/03/2020,{CAMERA#Neutral};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};,"CAMERA, BATTERY, PERFORMANCE, PRICE, GENERAL, SER&ACC","Neutral, Positive, Positive, Neutral, Positive, Positive"
13629,5843,man_hinh nhay kb lsEMONEGATIVE EMONEGATIVE may_anh mo đo giat may re chap_nhan tuong_xung gia tienEMONEGATIVE EMONEGATIVE,1,18/06/2020,{CAMERA#Negative};{FEATURES#Negative};{PERFORMANCE#Negative};{PRICE#Positive};,"CAMERA, FEATURES, PERFORMANCE, PRICE","Negative, Negative, Negative, Positive"
13630,5844,thu demo dmx muot lam mua ban_phim đo đo NOTPOS muot đoi phai_chang may mua giam_gia 50k NOTPOS gia 6tr9 seri may,2,24/06/2020,{FEATURES#Negative};{PRICE#Neutral};,"FEATURES, PRICE","Negative, Neutral"
13631,5845,mua tra_gop nhan_vien tgd t mien hai_duong nhiet_tinh than_thien may ngon suong may co n hang ram tan 6gb pin tram,5,2 ngày trước,{BATTERY#Neutral};{PERFORMANCE#Positive};{SER&ACC#Positive};,"BATTERY, PERFORMANCE, SER&ACC","Neutral, Positive, Positive"
13632,5846,mua may 7plus mau vang đong vinh_yen nhan_vien tu_van nhiet_tinh may đep bao_hanh muoi hai,5,24/08/2019,{DESIGN#Positive};{SER&ACC#Positive};,"DESIGN, SER&ACC","Positive, Positive"
13633,5847,ns tht ng than xai ch toi_uu lam it_nhat dong may hien_tai galaxy_a70,1,2/7/2019,{GENERAL#Negative};,GENERAL,Negative
13634,5848,samsung a20s 3 4 tuan su_dung nhin_chung thiet_ke đep bao_mat van nhan_dien khuon_mat may chay muot pubg lau_lau kieu lag ti_xiu bat wifi 4g hoi kem load du_lieu cham camera NOTPOS lam mau hoi nhat phim nhac chat_luong ok pin su_dung bao_gom game luot facebook nhac phim,3,10/2/2020,{SCREEN#Positive};{CAMERA#Negative};{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Neutral};{DESIGN#Positive};,"SCREEN, CAMERA, FEATURES, BATTERY, PERFORMANCE, DESIGN","Positive, Negative, Positive, Positive, Neutral, Positive"
13635,5849,đien_thoai mua NOTPOS tuan test game cal of lien_quan mot_vai game tu_nhien toi mang hinh out buon nhan_vien tu_van nhiet_tinh đien_thoai loi chan muoi trieu game cau_hinh,1,21/05/2020,{PERFORMANCE#Negative};{PRICE#Neutral};{GENERAL#Negative};{SER&ACC#Negative};,"PERFORMANCE, PRICE, GENERAL, SER&ACC","Negative, Neutral, Negative, Negative"
13636,5850,noi_chung on pin trau cam ok mua 1ngay tam SCOREPOSITIVE,4,4 tuần trước,{CAMERA#Neutral};{BATTERY#Positive};{GENERAL#Positive};,"CAMERA, BATTERY, GENERAL","Neutral, Positive, Positive"
13637,5851,mua may đoi tgd pin trau chup hinh đep sac hoi quan_trong lam may muot he lag,5,1/6/2017,{CAMERA#Positive};{BATTERY#Negative};{PERFORMANCE#Positive};{GENERAL#Positive};,"CAMERA, BATTERY, PERFORMANCE, GENERAL","Positive, Negative, Positive, Positive"
13638,5852,mua đien_thoai cham wifi coi youtube bep quay_vong_vong buon kiem tien mua tam_biet dong vivo,3,31/12/2019,{FEATURES#Positive};{PERFORMANCE#Negative};{SER&ACC#Negative};,"FEATURES, PERFORMANCE, SER&ACC","Positive, Negative, Negative"
13639,5853,gia v te cung te may yeu cam_bien van kem hau_nhu xai đuoc tien mua may nai mua đien_thoai hon hang chat xai ok hua dam xai sam sung hai,1,24/07/2020,{FEATURES#Negative};{PERFORMANCE#Negative};{PRICE#Neutral};{GENERAL#Negative};{SER&ACC#Negative};,"FEATURES, PERFORMANCE, PRICE, GENERAL, SER&ACC","Negative, Negative, Neutral, Negative, Negative"
13640,5854,dt oy3 ram 3g mua tuan game mic vang_tieng game mo mic taem khac_phuc ak,2,27/06/2020,{FEATURES#Negative};{PERFORMANCE#Neutral};,"FEATURES, PERFORMANCE","Negative, Neutral"
13641,5855,san_pham mua tuan loi i đem tuot sau phan_tram i pik loi bat wifi ung_dung ngam,5,11/6/2020,{BATTERY#Negative};{GENERAL#Positive};,"BATTERY, GENERAL","Negative, Positive"
13642,5856,camera mo nhoe ki_thuat_vien tra_loi dong thong_so san_xuat đoi cam_thay am_uc,1,3 tuần trước,{CAMERA#Negative};{SER&ACC#Negative};,"CAMERA, SER&ACC","Negative, Negative"
13643,5857,may xai loa hoi wifi xai thoi_gian POSITIVE,5,1/6/2020,{FEATURES#Neutral};{GENERAL#Positive};,"FEATURES, GENERAL","Neutral, Positive"
13644,5858,bac đung mua may khuyen xai thoi_gian may lam hao pin hai chup hinh NOTPOS mo anh_sang cal noi_chuyen đien_thoai nge nge bon van may đo đo lag,1,23/03/2020,{CAMERA#Negative};{FEATURES#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};,"CAMERA, FEATURES, PERFORMANCE, GENERAL","Negative, Negative, Negative, Negative"
13645,5859,gia on cau_hinh gia re co_the đoi_hoi,5,2 tuần trước,{PERFORMANCE#Neutral};{PRICE#Positive};,"PERFORMANCE, PRICE","Neutral, Positive"
13646,5860,san_pham loi may cam keu op_ep nap sa lung cam_bien tiem can loi tat man_hinh goi cuoc_goi bam nut tu_van tuc may,1,8/7/2020,{FEATURES#Negative};{DESIGN#Negative};{GENERAL#Negative};{OTHERS};,"FEATURES, DESIGN, GENERAL","Negative, Negative, Negative"
13647,5861,may hoan_thien ti_mi pin co_the may android thoi_gian cho vo đoi ung_dung chay ngam hao_hut pin he đieu_hanh ios muot chup hinh chan_that NOTPOS may thanh_song ao đep xai ap chien game hiem truong_hop giat lag tam tien đat su_dung lau_dai huu_dung may,5,6/2/2018,{CAMERA#Positive};{BATTERY#Neutral};{PERFORMANCE#Positive};{DESIGN#Positive};{PRICE#Negative};{GENERAL#Positive};,"CAMERA, BATTERY, PERFORMANCE, DESIGN, PRICE, GENERAL","Positive, Neutral, Positive, Positive, Negative, Positive"
13648,5862,đien_thoai xai ok chup tuyet_voi chuc_nang tuyet_voi pin khung xai game luot wep tet ga su_dung dong xiaomi tui cong_nhan coa đt quet code qr tram hai muoi tam cui cuc_ki do buc_minh do_te quet code doi 20s 30s quet xong,2,17/03/2020,{CAMERA#Positive};{FEATURES#Neutral};{BATTERY#Positive};{GENERAL#Positive};,"CAMERA, FEATURES, BATTERY, GENERAL","Positive, Neutral, Positive, Positive"
13649,5863,mua xai muot lq đo_hoa tb NOTNEG hoi am auto sau muoi sau muoi mot fps muoi chin fps pubg đo hoat muot bon muoi sau muoi fps sieu muot NOTNEG cam binh_thuong h man_hinh đep POSITIVE,5,3 tuần trước,{SCREEN#Positive};{CAMERA#Neutral};{PERFORMANCE#Positive};,"SCREEN, CAMERA, PERFORMANCE","Positive, Neutral, Positive"
13650,5864,mua xai pin trau chup hinh đep game hang muot noi_chung ok may gia re ram,5,7/7/2020,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Positive};{GENERAL#Positive};,"CAMERA, BATTERY, PERFORMANCE, PRICE, GENERAL","Positive, Positive, Positive, Positive, Positive"
13651,5865,may pin hai mang mail game nhuoc_điem phat_hien su_dung đoc bao chrome đo xoa ap chay treo loi lap tan_suat tuy trang_web,5,1/8/2020,{BATTERY#Neutral};{PERFORMANCE#Negative};{GENERAL#Positive};,"BATTERY, PERFORMANCE, GENERAL","Neutral, Negative, Positive"
13652,5866,mua loa đien_thoai yeu ram 6g yeu troi that_vong mua,1,2/7/2020,{FEATURES#Positive};{PERFORMANCE#Negative};{GENERAL#Negative};,"FEATURES, PERFORMANCE, GENERAL","Positive, Negative, Negative"
13653,5867,may cau_hinh hai_long quan_tam san_pham vsmart,5,11/8/2020,{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Positive};,"PERFORMANCE, GENERAL, SER&ACC","Positive, Positive, Positive"
13654,5868,nhuoc chop hinh ban_đem chong rung sau trieu tro_len,1,30/05/2020,{CAMERA#Negative};{PRICE#Negative};,"CAMERA, PRICE","Negative, Negative"
13655,5869,mua may 1 2019 su_dung đien_thoai tinh_trang cam_ung cam_ung tat man_hinh binh_thuong ngay_cang wifi hoi cham đanh_gia on loa to pin ngon thoai_mai POSITIVE,2,26/06/2020,{FEATURES#Neutral};{BATTERY#Positive};{GENERAL#Positive};,"FEATURES, BATTERY, GENERAL","Neutral, Positive, Positive"
13656,5870,xp ae y_đinh mua xem_xet_lai đi nhan nhan_dien khuan mat cam_bien van đanh_gia cuc kem nhu_cau game tam tam 14t tien,3,18/06/2020,{FEATURES#Negative};{PERFORMANCE#Neutral};{PRICE#Negative};{GENERAL#Negative};,"FEATURES, PERFORMANCE, PRICE, GENERAL","Negative, Neutral, Negative, Negative"
13657,5871,đien_thoai te đien_thoai nguoi_ta nguoi_ta tat đien 2 3 that_vong toan_tap hai muoi haiz,2,23/06/2020,{FEATURES#Negative};{GENERAL#Negative};,"FEATURES, GENERAL","Negative, Negative"
13658,5872,noi_chung tam gia ok nhan_vien cam_on anh_chi nhan_vien đien_thoai uu_điem nhuoc_điem gia ok che,5,13/03/2020,{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};,"PRICE, GENERAL, SER&ACC","Neutral, Positive, Positive"
13659,5873,gia tien ok nhien may tu_đong tai game quang_cao buc,4,7/8/2020,{PERFORMANCE#Negative};{PRICE#Neutral};{GENERAL#Positive};,"PERFORMANCE, PRICE, GENERAL","Negative, Neutral, Positive"
13660,5874,may ngon gia re giam_gia pin khoe ung nv lqi tu_van nhiet_tinh POSITIVE,5,5 ngày trước,{BATTERY#Positive};{PRICE#Positive};{GENERAL#Positive};{SER&ACC#Positive};,"BATTERY, PRICE, GENERAL, SER&ACC","Positive, Positive, Positive, Positive"
13661,5875,mua su_dung đien_thoai huawei nova 5t tai đien_may xanh nhan vien hang đao tu_van nhiet_tinh cam_nhan đau_tien may muot bo tri phim am_luong phim ung_y loa be xiu ban_phim go chu may dau mang hinh mau_sac hoi nhat xiu đep POSITIVE,5,26/06/2020,{SCREEN#Positive};{FEATURES#Negative};{PERFORMANCE#Positive};{DESIGN#Positive};{SER&ACC#Positive};,"SCREEN, FEATURES, PERFORMANCE, DESIGN, SER&ACC","Positive, Negative, Positive, Positive, Positive"
13662,5876,thiet_ke đep cau_hinh pin xai onscren hai 23 toi sac hoi nong sac sac cuc tieng camera chup đep phan khuc,5,20/04/2020,{CAMERA#Positive};{BATTERY#Neutral};{PERFORMANCE#Positive};{DESIGN#Positive};{PRICE#Neutral};,"CAMERA, BATTERY, PERFORMANCE, DESIGN, PRICE","Positive, Neutral, Positive, Positive, Neutral"
13663,5877,su_dung may ok nhug pin co dau hieu hao nv phuc_vu nhiet_tinh POSITIVE,5,8/8/2020,{BATTERY#Negative};{GENERAL#Positive};{SER&ACC#Positive};,"BATTERY, GENERAL, SER&ACC","Negative, Positive, Positive"
13664,5878,huawei muoi life chong bu chip bay tram muoi hang co_le hop_li nguoi tieu_dung,2,9/4/2019,{PERFORMANCE#Neutral};{DESIGN#Positive};,"PERFORMANCE, DESIGN","Neutral, Positive"
13665,5879,mua goi zalo facebook zing chay on ben thoi_gian SCOREPOSITIVE nhan_vien đmx nhiet_tinh mua may 590k tu_van dan_do chu_đao mua đmx bung_binh mu tp ben tre binh ky_thuat mi quan_ly de_thuong nhiet_tinh POSITIVE,5,8/8/2020,{PERFORMANCE#Neutral};{PRICE#Neutral};{SER&ACC#Positive};,"PERFORMANCE, PRICE, SER&ACC","Neutral, Neutral, Positive"
13666,5880,san_pham tam gia lien_quan pubg muot pin trau cam cam đep tom may hop tui_tien sinh_vien,5,28/04/2020,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Positive};{GENERAL#Positive};,"CAMERA, BATTERY, PERFORMANCE, PRICE, GENERAL","Positive, Positive, Positive, Positive, Positive"
13667,5881,mua tuan pin trau game muot noi_chung on thoi_gian pin ve hoi tut,4,25/11/2019,{BATTERY#Neutral};{PERFORMANCE#Positive};{GENERAL#Positive};,"BATTERY, PERFORMANCE, GENERAL","Neutral, Positive, Positive"
13668,5882,nhua hong cho nut khoa may op ep kieu ho moi tam hai_long POSITIVE,4,19/06/2020,{DESIGN#Negative};{GENERAL#Neutral};,"DESIGN, GENERAL","Negative, Neutral"
13669,5883,camera hoi cham mot_chut pin hai dung hai sim goi on tam gia,5,24/02/2020,{CAMERA#Negative};{FEATURES#Neutral};{BATTERY#Positive};{PRICE#Neutral};{GENERAL#Positive};,"CAMERA, FEATURES, BATTERY, PRICE, GENERAL","Negative, Neutral, Positive, Neutral, Positive"
13670,5884,tuy yeu_cau su_dung mua dong may ta kiem_chung thong_tin cu_the san_pham phu_hop iphone dong may ban đat sat mieng se hai nghin le hai muoi chay muot_ma on gia trung_binh,4,14/07/2020,{PERFORMANCE#Positive};{PRICE#Positive};{GENERAL#Positive};{OTHERS};,"PERFORMANCE, PRICE, GENERAL","Positive, Positive, Positive"
13671,5885,tim_hieu san_pham san_pham te camera 48mp thuc_te chup thua camera s 13mp selfi te mau nhot_nhat chut suc_song pin tuot cuc_ky may bam van lam te NEGATIVE,2,17/05/2019,{CAMERA#Negative};{FEATURES#Negative};{BATTERY#Negative};{GENERAL#Negative};,"CAMERA, FEATURES, BATTERY, GENERAL","Negative, Negative, Negative, Negative"
13672,5886,bao_hanh pin hai pin chai sac tut pin chi_dan ok gia,3,21/11/2019,{BATTERY#Negative};{PRICE#Neutral};{GENERAL#Positive};,"BATTERY, PRICE, GENERAL","Negative, Neutral, Positive"
13673,5887,ok may game avatar musik lac vo_cung cham đo bam an mai nut tat may so hu may xoa game dan_choi game kieu EMONEGATIVE,3,27/07/2020,{PERFORMANCE#Negative};{GENERAL#Positive};,"PERFORMANCE, GENERAL","Negative, Positive"
13674,5888,ok đi ep kinh bao_lau đien_thoai tre vo kinh man ok gui hang bao_nhieu,5,3/7/2020,{GENERAL#Positive};{OTHERS};,GENERAL,Positive
13675,5889,mua hai lam đo bin tut thuong_hieu trung bang asus asus NOTNEG lac cam_hung nhay bin khoe đot mua tgd fpt đien mx kinh_doanh mua mang NOTPOS,3,12/5/2020,{BATTERY#Negative};{PERFORMANCE#Negative};{SER&ACC#Negative};,"BATTERY, PERFORMANCE, SER&ACC","Negative, Negative, Negative"
13676,5890,mua 4g 64g tuan noi_chung on pin trau tam gia đung đoi_hoi ung_ho hang viet_nam mn,5,20/07/2020,{BATTERY#Positive};{GENERAL#Positive};{SER&ACC#Positive};,"BATTERY, GENERAL, SER&ACC","Positive, Positive, Positive"
13677,5891,cam_nhan ngon bo re đap_ung nhu_cau hang hai_long POSITIVE,5,2/3/2020,{PRICE#Positive};{GENERAL#Positive};,"PRICE, GENERAL","Positive, Positive"
13678,5892,xai tuan loi cam_ung đo hang đoi tram xai tiep loi may that_vong_ngoai_tru cam_ung ok POSITIVE,3,8/8/2020,{FEATURES#Negative};{PERFORMANCE#Negative};{GENERAL#Neutral};,"FEATURES, PERFORMANCE, GENERAL","Negative, Negative, Neutral"
13679,5893,may mua xai tam cam_ung bat_đau đo nhay lung_tung nong may hai đt cong ho man_hinh đem bao_hanh loi can bao_gia thay man_hinh trieu may truong_hop nhu_vay dong đt xai that_su that_vong NEGATIVE,1,28/10/2019,{FEATURES#Negative};{PERFORMANCE#Negative};{DESIGN#Negative};{GENERAL#Negative};{SER&ACC#Neutral};,"FEATURES, PERFORMANCE, DESIGN, GENERAL, SER&ACC","Negative, Negative, Negative, Negative, Neutral"
13680,5894,may hoat_đong toc_đo xai muot đap_ung nhu_cau,5,14/04/2017,{PERFORMANCE#Positive};{GENERAL#Positive};,"PERFORMANCE, GENERAL","Positive, Positive"
13681,5895,on xai camera may đanh_gia van nhay pin on đen_noi te phan_anh 3g game facebook muoi bon tieng on scren may nhe sac ok gia tien,5,20/05/2020,{CAMERA#Neutral};{FEATURES#Positive};{BATTERY#Positive};{DESIGN#Positive};{PRICE#Neutral};{GENERAL#Positive};,"CAMERA, FEATURES, BATTERY, DESIGN, PRICE, GENERAL","Neutral, Positive, Positive, Positive, Neutral, Positive"
13682,5896,man_hinh ro sau điem_anh may caro vuong NOTPOS xiu,2,7/2/2020,{SCREEN#Negative};,SCREEN,Negative
13683,5897,may pin xai tam gia noi_chung tuyet_voi mua bon on ung_ho hang viet xung_đang,5,19/02/2020,{BATTERY#Positive};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};,"BATTERY, PRICE, GENERAL, SER&ACC","Positive, Neutral, Positive, Positive"
13684,5898,mua đien_thoai vsmart active đoi đien_thoai samsung a51 đong bao_nhieu tinh_trang may binh_thuong roi_rot tray_xuoc sua_chua,3,6 ngày trước,{OTHERS};,,
13685,5899,san pham pin trau game bao phe nhan_vien tgd vui_tinh than_thien POSITIVE,5,8/5/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Positive};,"BATTERY, PERFORMANCE, GENERAL, SER&ACC","Positive, Positive, Positive, Positive"
13686,5900,xung_đang gia bay trieu đat ram rom may phan khuc sau trieu hop_ly POSITIVE,2,2 tuần trước,{PRICE#Negative};,PRICE,Negative
